run	study	sample
SRR567111	SRP007525	SRS362054
SRR567112	SRP007525	SRS362054
SRR567113	SRP007525	SRS362054
SRR567114	SRP007525	SRS362054
SRR567115	SRP007525	SRS362054
SRR567116	SRP007525	SRS362054
SRR567117	SRP007525	SRS362054
SRR567118	SRP007525	SRS362054
SRR567119	SRP007525	SRS362054
SRR567120	SRP007525	SRS362054
SRR567121	SRP007525	SRS362054
SRR567122	SRP007525	SRS362054
SRR567123	SRP007525	SRS362054
SRR567124	SRP007525	SRS362054
SRR567125	SRP007525	SRS362054
SRR567126	SRP007525	SRS362054
SRR567127	SRP007525	SRS362054
SRR567128	SRP007525	SRS362054
SRR567129	SRP007525	SRS362054
SRR567130	SRP007525	SRS362054
SRR567131	SRP007525	SRS362054
SRR567132	SRP007525	SRS362054
SRR567133	SRP007525	SRS362054
SRR567134	SRP007525	SRS362055
SRR567135	SRP007525	SRS362055
SRR567136	SRP007525	SRS362055
SRR567137	SRP007525	SRS362055
SRR567138	SRP007525	SRS362055
SRR567139	SRP007525	SRS362055
SRR567140	SRP007525	SRS362055
SRR567141	SRP007525	SRS362055
SRR567142	SRP007525	SRS362055
SRR567143	SRP007525	SRS362055
SRR567144	SRP007525	SRS362055
SRR567145	SRP007525	SRS362055
SRR567146	SRP007525	SRS362055
SRR567147	SRP007525	SRS362055
SRR567148	SRP007525	SRS362055
SRR567149	SRP007525	SRS362055
SRR567150	SRP007525	SRS362055
SRR567151	SRP007525	SRS362055
SRR567152	SRP007525	SRS362055
SRR567153	SRP007525	SRS362055
SRR567154	SRP007525	SRS362055
SRR567155	SRP007525	SRS362055
SRR567156	SRP007525	SRS362055
SRR567157	SRP007525	SRS362055
SRR567158	SRP007525	SRS362055
SRR567159	SRP007525	SRS362055
SRR567160	SRP007525	SRS362055
SRR567161	SRP007525	SRS362055
SRR567420	SRP015640	SRS361634
SRR567421	SRP015640	SRS361634
SRR567422	SRP015640	SRS361634
SRR567423	SRP015640	SRS361634
SRR567424	SRP015640	SRS361634
SRR567425	SRP015640	SRS361635
SRR567426	SRP015640	SRS361635
SRR567427	SRP015640	SRS361635
SRR567428	SRP015640	SRS361635
SRR567429	SRP015640	SRS361635
SRR567430	SRP015640	SRS361636
SRR567431	SRP015640	SRS361636
SRR567432	SRP015640	SRS361636
SRR567433	SRP015640	SRS361636
SRR567434	SRP015640	SRS361636
SRR567435	SRP015640	SRS361637
SRR567436	SRP015640	SRS361637
SRR567437	SRP015640	SRS361637
SRR567438	SRP015640	SRS361637
SRR567439	SRP015640	SRS361637
SRR567440	SRP015640	SRS361638
SRR567441	SRP015640	SRS361638
SRR567442	SRP015640	SRS361638
SRR567443	SRP015640	SRS361638
SRR567444	SRP015640	SRS361638
SRR567445	SRP015640	SRS361639
SRR567446	SRP015640	SRS361639
SRR567447	SRP015640	SRS361639
SRR567448	SRP015640	SRS361639
SRR567449	SRP015640	SRS361639
SRR567450	SRP015640	SRS361640
SRR567451	SRP015640	SRS361640
SRR567452	SRP015640	SRS361640
SRR567453	SRP015640	SRS361640
SRR567454	SRP015640	SRS361640
SRR567455	SRP015640	SRS361640
SRR567456	SRP015640	SRS361640
SRR567457	SRP015640	SRS361641
SRR567458	SRP015640	SRS361641
SRR567459	SRP015640	SRS361641
SRR567460	SRP015640	SRS361641
SRR567461	SRP015640	SRS361641
SRR567462	SRP015640	SRS361642
SRR567463	SRP015640	SRS361642
SRR567464	SRP015640	SRS361642
SRR567465	SRP015640	SRS361642
SRR567466	SRP015640	SRS361642
SRR567467	SRP015640	SRS361643
SRR567468	SRP015640	SRS361643
SRR567469	SRP015640	SRS361643
SRR567470	SRP015640	SRS361643
SRR567471	SRP015640	SRS361643
SRR567527	SRP015711	SRS362244
SRR567561	SRP015715	SRS362251
SRR567562	SRP015715	SRS362252
SRR567632	SRP015725	SRS362314
SRR567633	SRP015725	SRS362315
SRR567634	SRP015725	SRS362316
SRR567635	SRP015725	SRS362317
SRR567636	SRP015725	SRS362318
SRR567637	SRP015725	SRS362319
SRR567638	SRP015725	SRS362320
SRR567639	SRP015725	SRS362321
SRR567640	SRP015725	SRS362322
SRR567641	SRP015725	SRS362323
SRR567642	SRP015725	SRS362324
SRR567643	SRP015725	SRS362325
SRR567644	SRP015725	SRS362326
SRR567645	SRP015725	SRS362327
SRR568009	SRP015741	SRS362604
SRR568010	SRP015741	SRS362605
SRR568011	SRP015741	SRS362606
SRR570429	SRP015764	SRS363211
SRR570430	SRP015764	SRS363212
SRR570431	SRP015764	SRS363213
SRR570432	SRP015764	SRS363214
SRR570433	SRP015764	SRS363215
SRR570434	SRP015764	SRS363216
SRR570435	SRP015764	SRS363217
SRR570436	SRP015764	SRS363218
SRR570437	SRP015764	SRS363219
SRR570438	SRP015764	SRS363220
SRR570439	SRP015764	SRS363221
SRR570440	SRP015764	SRS363222
SRR570441	SRP015764	SRS363223
SRR570442	SRP015764	SRS363224
SRR570443	SRP015764	SRS363225
SRR570444	SRP015764	SRS363226
SRR572528	SRP015789	SRS363943
SRR572529	SRP015789	SRS363943
SRR572530	SRP015789	SRS363943
SRR572531	SRP015789	SRS363943
SRR572532	SRP015789	SRS363943
SRR572533	SRP015789	SRS363943
SRR572534	SRP015789	SRS363943
SRR572535	SRP015789	SRS363943
SRR572536	SRP015789	SRS363943
SRR572537	SRP015789	SRS363943
SRR572538	SRP015789	SRS363943
SRR572539	SRP015789	SRS363943
SRR572540	SRP015789	SRS363943
SRR572541	SRP015789	SRS363943
SRR572542	SRP015789	SRS363943
SRR572543	SRP015789	SRS363943
SRR572544	SRP015789	SRS363943
SRR572545	SRP015789	SRS363943
SRR572546	SRP015789	SRS363943
SRR572547	SRP015789	SRS363943
SRR572548	SRP015789	SRS363943
SRR572549	SRP015789	SRS363943
SRR572550	SRP015789	SRS363943
SRR572551	SRP015789	SRS363943
SRR572552	SRP015789	SRS363943
SRR572553	SRP015789	SRS363943
SRR572554	SRP015789	SRS363943
SRR572555	SRP015789	SRS363943
SRR572556	SRP015789	SRS363943
SRR572557	SRP015789	SRS363943
SRR572558	SRP015789	SRS363943
SRR572559	SRP015789	SRS363943
SRR572560	SRP015789	SRS363943
SRR572561	SRP015789	SRS363943
SRR572562	SRP015789	SRS363943
SRR572563	SRP015789	SRS363943
SRR572564	SRP015789	SRS363943
SRR572565	SRP015789	SRS363943
SRR572566	SRP015789	SRS363943
SRR572567	SRP015789	SRS363943
SRR572568	SRP015789	SRS363943
SRR572569	SRP015789	SRS363943
SRR572570	SRP015789	SRS363943
SRR572571	SRP015789	SRS363943
SRR572572	SRP015789	SRS363943
SRR572573	SRP015789	SRS363943
SRR572574	SRP015789	SRS363943
SRR572575	SRP015789	SRS363943
SRR572576	SRP015789	SRS363943
SRR572577	SRP015789	SRS363943
SRR572578	SRP015789	SRS363943
SRR572579	SRP015789	SRS363943
SRR572580	SRP015789	SRS363943
SRR572581	SRP015789	SRS363943
SRR572582	SRP015789	SRS363943
SRR572583	SRP015789	SRS363943
SRR572584	SRP015789	SRS363943
SRR572585	SRP015789	SRS363943
SRR572586	SRP015789	SRS363943
SRR572587	SRP015789	SRS363943
SRR572588	SRP015789	SRS363943
SRR572589	SRP015789	SRS363943
SRR572590	SRP015789	SRS363943
SRR572591	SRP015789	SRS363943
SRR572592	SRP015789	SRS363943
SRR572593	SRP015789	SRS363943
SRR572594	SRP015789	SRS363943
SRR572595	SRP015789	SRS363943
SRR572596	SRP015789	SRS363943
SRR572597	SRP015789	SRS363943
SRR572598	SRP015789	SRS363943
SRR572599	SRP015789	SRS363943
SRR572600	SRP015789	SRS363943
SRR572601	SRP015789	SRS363943
SRR572602	SRP015789	SRS363943
SRR572603	SRP015789	SRS363943
SRR572604	SRP015789	SRS363943
SRR572605	SRP015789	SRS363943
SRR572606	SRP015789	SRS363943
SRR572607	SRP015789	SRS363943
SRR572608	SRP015789	SRS363943
SRR572609	SRP015789	SRS363943
SRR572610	SRP015789	SRS363943
SRR572611	SRP015789	SRS363943
SRR572612	SRP015789	SRS363943
SRR572613	SRP015789	SRS363943
SRR572614	SRP015789	SRS363943
SRR572615	SRP015789	SRS363943
SRR572616	SRP015789	SRS363943
SRR572617	SRP015789	SRS363943
SRR572618	SRP015789	SRS363943
SRR572619	SRP015789	SRS363943
SRR572620	SRP015789	SRS363943
SRR572621	SRP015789	SRS363943
SRR572622	SRP015789	SRS363943
SRR572623	SRP015789	SRS363943
SRR572624	SRP015789	SRS363943
SRR572625	SRP015789	SRS363943
SRR572626	SRP015789	SRS363943
SRR572627	SRP015789	SRS363943
SRR572628	SRP015789	SRS363943
SRR572629	SRP015789	SRS363943
SRR572630	SRP015789	SRS363943
SRR572631	SRP015789	SRS363943
SRR572632	SRP015789	SRS363943
SRR572633	SRP015789	SRS363943
SRR572634	SRP015789	SRS363943
SRR572635	SRP015789	SRS363943
SRR572636	SRP015789	SRS363943
SRR572637	SRP015789	SRS363943
SRR572638	SRP015789	SRS363943
SRR572639	SRP015789	SRS363943
SRR572640	SRP015789	SRS363943
SRR572641	SRP015789	SRS363943
SRR572642	SRP015789	SRS363943
SRR572643	SRP015789	SRS363943
SRR572644	SRP015789	SRS363943
SRR572645	SRP015789	SRS363943
SRR572646	SRP015789	SRS363943
SRR572647	SRP015789	SRS363943
SRR574820	SRP015819	SRS365008
SRR574821	SRP015819	SRS365009
SRR574823	SRP015819	SRS365011
SRR575142	SRP009266	SRS365093
SRR575143	SRP009266	SRS365093
SRR575144	SRP009266	SRS365094
SRR575145	SRP009266	SRS365094
SRR575146	SRP009266	SRS365095
SRR575147	SRP009266	SRS365095
SRR575148	SRP009266	SRS365096
SRR575149	SRP009266	SRS365096
SRR575150	SRP009266	SRS365097
SRR575151	SRP009266	SRS365097
SRR575152	SRP009266	SRS365098
SRR575153	SRP009266	SRS365098
SRR575154	SRP009266	SRS365099
SRR575155	SRP009266	SRS365099
SRR575156	SRP009266	SRS365100
SRR575157	SRP009266	SRS365100
SRR575158	SRP009266	SRS365101
SRR575159	SRP009266	SRS365101
SRR575160	SRP009266	SRS365102
SRR575161	SRP009266	SRS365102
SRR575162	SRP009266	SRS365103
SRR575163	SRP009266	SRS365103
SRR575164	SRP009266	SRS365104
SRR575165	SRP009266	SRS365104
SRR575166	SRP009266	SRS365105
SRR575167	SRP009266	SRS365106
SRR575523	SRP015845	SRS365215
SRR575524	SRP015845	SRS365216
SRR575525	SRP015845	SRS365217
SRR575526	SRP015845	SRS365218
SRR575527	SRP015845	SRS365219
SRR575528	SRP015845	SRS365220
SRR575689	SRP015853	SRS365263
SRR575690	SRP015853	SRS365264
SRR576703	SRP009266	SRS365563
SRR576790	SRP015904	SRS365595
SRR576791	SRP015904	SRS365596
SRR576792	SRP015904	SRS365597
SRR576793	SRP015904	SRS365598
SRR576926	SRP015909	SRS365647
SRR576927	SRP015909	SRS365648
SRR578197	SRP015943	SRS366128
SRR578198	SRP015943	SRS366129
SRR578199	SRP015943	SRS366130
SRR578755	SRP015964	SRS366556
SRR578756	SRP015964	SRS366557
SRR578811	SRP015976	SRS366627
SRR578813	SRP015976	SRS366629
SRR578814	SRP015976	SRS366630
SRR578815	SRP015976	SRS366630
SRR578818	SRP015976	SRS366632
SRR578820	SRP015976	SRS366634
SRR578821	SRP015976	SRS366634
SRR578824	SRP015976	SRS366636
SRR578826	SRP015976	SRS366638
SRR578828	SRP015976	SRS366640
SRR578829	SRP015976	SRS366640
SRR578830	SRP015976	SRS366640
SRR578831	SRP015976	SRS366640
SRR578832	SRP015976	SRS366640
SRR578833	SRP015976	SRS366640
SRR578834	SRP015976	SRS366640
SRR578835	SRP015976	SRS366640
SRR578836	SRP015976	SRS366641
SRR578837	SRP015976	SRS366641
SRR578838	SRP015976	SRS366641
SRR578839	SRP015976	SRS366641
SRR578844	SRP015976	SRS366643
SRR578845	SRP015976	SRS366643
SRR578846	SRP015976	SRS366643
SRR578847	SRP015976	SRS366643
SRR578848	SRP015976	SRS366643
SRR578849	SRP015976	SRS366643
SRR578850	SRP015976	SRS366643
SRR578851	SRP015976	SRS366643
SRR578852	SRP015976	SRS366643
SRR578853	SRP015976	SRS366643
SRR578854	SRP015976	SRS366643
SRR578855	SRP015976	SRS366643
SRR578868	SRP015976	SRS366645
SRR578869	SRP015976	SRS366646
SRR580352	SRP016003	SRS367335
SRR580353	SRP016003	SRS367335
SRR580354	SRP016003	SRS367335
SRR580355	SRP016003	SRS367335
SRR580356	SRP016003	SRS367336
SRR580357	SRP016003	SRS367336
SRR580358	SRP016003	SRS367336
SRR580359	SRP016003	SRS367337
SRR580360	SRP016003	SRS367338
SRR580361	SRP016003	SRS367339
SRR580362	SRP016003	SRS367340
SRR580363	SRP016003	SRS367341
SRR580373	SRP016004	SRS367348
SRR580374	SRP016004	SRS367349
SRR580375	SRP016004	SRS367350
SRR580376	SRP016004	SRS367351
SRR580377	SRP016004	SRS367352
SRR580378	SRP016004	SRS367353
SRR585570	SRP016059	SRS367737
SRR585571	SRP016059	SRS367738
SRR585572	SRP016059	SRS367739
SRR585573	SRP016059	SRS367740
SRR585574	SRP016059	SRS367741
SRR585575	SRP016059	SRS367742
SRR585576	SRP016059	SRS367743
SRR592573	SRP016118	SRS369267
SRR592574	SRP016118	SRS369268
SRR592575	SRP016118	SRS369269
SRR592576	SRP016118	SRS369270
SRR592577	SRP016118	SRS369271
SRR592578	SRP016118	SRS369272
SRR592579	SRP016118	SRS369273
SRR592580	SRP016118	SRS369274
SRR592581	SRP016118	SRS369275
SRR592690	SRP016130	SRS369319
SRR592691	SRP016130	SRS369320
SRR592692	SRP016130	SRS369321
SRR592693	SRP016130	SRS369322
SRR592694	SRP016130	SRS369323
SRR592695	SRP016130	SRS369324
SRR592745	SRP016140	SRS369431
SRR592746	SRP016140	SRS369432
SRR592747	SRP016140	SRS369433
SRR592748	SRP016140	SRS369434
SRR592749	SRP016140	SRS369435
SRR597814	SRP009105	SRS371333
SRR597884	SRP016568	SRS371348
SRR597885	SRP016568	SRS371349
SRR597886	SRP016568	SRS371350
SRR597887	SRP016568	SRS371351
SRR597888	SRP016568	SRS371352
SRR597889	SRP016568	SRS371353
SRR597890	SRP016568	SRS371354
SRR597891	SRP016568	SRS371355
SRR597892	SRP016568	SRS371356
SRR597893	SRP016568	SRS371357
SRR597894	SRP016568	SRS371358
SRR597895	SRP016568	SRS371359
SRR597896	SRP016568	SRS371360
SRR597897	SRP016568	SRS371361
SRR597898	SRP016568	SRS371362
SRR597899	SRP016568	SRS371363
SRR597900	SRP016568	SRS371364
SRR597901	SRP016568	SRS371365
SRR597902	SRP016568	SRS371366
SRR597903	SRP016568	SRS371367
SRR597904	SRP016568	SRS371368
SRR597905	SRP016568	SRS371369
SRR597906	SRP016568	SRS371370
SRR597907	SRP016568	SRS371371
SRR597908	SRP016568	SRS371372
SRR597909	SRP016568	SRS371373
SRR597910	SRP016568	SRS371374
SRR597911	SRP016568	SRS371375
SRR597912	SRP016568	SRS371376
SRR605000	SRP016583	SRS371801
SRR605001	SRP016583	SRS371802
SRR605002	SRP016583	SRS371803
SRR605003	SRP016583	SRS371804
SRR605004	SRP016583	SRS371805
SRR605005	SRP016583	SRS371806
SRR605543	SRP015439	SRS371835
SRR606246	SRP016626	SRS372413
SRR606247	SRP016626	SRS372414
SRR606335	SRP016629	SRS372469
SRR606336	SRP016629	SRS372470
SRR606337	SRP016629	SRS372471
SRR606889	SRP016790	SRS372850
SRR606890	SRP016790	SRS372851
SRR611119	SRP017019	SRS374061
SRR611120	SRP017019	SRS374062
SRR611121	SRP017019	SRS374063
SRR611122	SRP017019	SRS374064
SRR611842	SRP017123	SRS374546
SRR611843	SRP017123	SRS374547
SRR611844	SRP017123	SRS374548
SRR611845	SRP017123	SRS374549
SRR611846	SRP017123	SRS374550
SRR611847	SRP017123	SRS374551
SRR611848	SRP017123	SRS374552
SRR611849	SRP017123	SRS374553
SRR611850	SRP017123	SRS374554
SRR616065	SRP017138	SRS375020
SRR616066	SRP017138	SRS375020
SRR616067	SRP017138	SRS375021
SRR616068	SRP017138	SRS375021
SRR616069	SRP017138	SRS375022
SRR616070	SRP017138	SRS375022
SRR616071	SRP017138	SRS375023
SRR616072	SRP017138	SRS375024
SRR616073	SRP017138	SRS375025
SRR616074	SRP017138	SRS375026
SRR616075	SRP017138	SRS375027
SRR616076	SRP017138	SRS375028
SRR616077	SRP017138	SRS375029
SRR616078	SRP017138	SRS375030
SRR616079	SRP017138	SRS375031
SRR616080	SRP017138	SRS375032
SRR616151	SRP017142	SRS375081
SRR616152	SRP017142	SRS375082
SRR616153	SRP017142	SRS375083
SRR616154	SRP017142	SRS375084
SRR616155	SRP017142	SRS375085
SRR616156	SRP017142	SRS375086
SRR617229	SRP017190	SRS375625
SRR617230	SRP017190	SRS375626
SRR617231	SRP017190	SRS375627
SRR617232	SRP017190	SRS375628
SRR617477	SRP017199	SRS375728
SRR617478	SRP017199	SRS375729
SRR617479	SRP017199	SRS375730
SRR617480	SRP017199	SRS375731
SRR617481	SRP017199	SRS375732
SRR619803	SRP017294	SRS376877
SRR619804	SRP017294	SRS376877
SRR619805	SRP017294	SRS376878
SRR619806	SRP017294	SRS376878
SRR620530	SRP017330	SRS377394
SRR620531	SRP017330	SRS377395
SRR627491	SRP005279	SRS377784
SRR627493	SRP005279	SRS377786
SRR627494	SRP005279	SRS377787
SRR627495	SRP005279	SRS377788
SRR627496	SRP005279	SRS377789
SRR627497	SRP005279	SRS377790
SRR627498	SRP005279	SRS377791
SRR627499	SRP005279	SRS377792
SRR627500	SRP005279	SRS377793
SRR627501	SRP005279	SRS377794
SRR627502	SRP005279	SRS377795
SRR627503	SRP005279	SRS377796
SRR627504	SRP005279	SRS377797
SRR627536	SRP017378	SRS377822
SRR627537	SRP017378	SRS377823
SRR627538	SRP017378	SRS377824
SRR627539	SRP017378	SRS377825
SRR627540	SRP017378	SRS377826
SRR627541	SRP017378	SRS377827
SRR627542	SRP017378	SRS377828
SRR627543	SRP017378	SRS377829
SRR627544	SRP017378	SRS377830
SRR628446	SRP017411	SRS378229
SRR628447	SRP017411	SRS378230
SRR628448	SRP017411	SRS378230
SRR628449	SRP017411	SRS378230
SRR628450	SRP017411	SRS378230
SRR628451	SRP017411	SRS378231
SRR628452	SRP017411	SRS378231
SRR628453	SRP017411	SRS378231
SRR628454	SRP017411	SRS378231
SRR628455	SRP017411	SRS378232
SRR628456	SRP017411	SRS378233
SRR628457	SRP017411	SRS378234
SRR628458	SRP017411	SRS378234
SRR628459	SRP017411	SRS378235
SRR628460	SRP017411	SRS378235
SRR628721	SRP017435	SRS378412
SRR628722	SRP017435	SRS378413
SRR628723	SRP017435	SRS378414
SRR628724	SRP017435	SRS378415
SRR628725	SRP017435	SRS378416
SRR628726	SRP017435	SRS378417
SRR628727	SRP017435	SRS378418
SRR628728	SRP017435	SRS378419
SRR628729	SRP017435	SRS378420
SRR628730	SRP017435	SRS378421
SRR628731	SRP017435	SRS378422
SRR628732	SRP017435	SRS378423
SRR628733	SRP017435	SRS378424
SRR628734	SRP017435	SRS378425
SRR628735	SRP017435	SRS378426
SRR628736	SRP017435	SRS378427
SRR628737	SRP017435	SRS378428
SRR628738	SRP017435	SRS378429
SRR633556	SRP017575	SRS379908
SRR633557	SRP017575	SRS379909
SRR633558	SRP017575	SRS379910
SRR633559	SRP017575	SRS379911
SRR633560	SRP017575	SRS379912
SRR633561	SRP017575	SRS379913
SRR633563	SRP017575	SRS379915
SRR633564	SRP017575	SRS379916
SRR633565	SRP017575	SRS379917
SRR633566	SRP017575	SRS379918
SRR633567	SRP017575	SRS379919
SRR633568	SRP017575	SRS379920
SRR633569	SRP017575	SRS379921
SRR633570	SRP017575	SRS379922
SRR633571	SRP017575	SRS379923
SRR633572	SRP017575	SRS379924
SRR633573	SRP017575	SRS379925
SRR633574	SRP017575	SRS379926
SRR633575	SRP017575	SRS379927
SRR633576	SRP017575	SRS379928
SRR633577	SRP017575	SRS379929
SRR633578	SRP017575	SRS379930
SRR633579	SRP017575	SRS379931
SRR633580	SRP017575	SRS379932
SRR633581	SRP017575	SRS379933
SRR633582	SRP017575	SRS379934
SRR633583	SRP017575	SRS379935
SRR633584	SRP017575	SRS379936
SRR633585	SRP017575	SRS379937
SRR633586	SRP017575	SRS379938
SRR633587	SRP017575	SRS379939
SRR633588	SRP017575	SRS379940
SRR633589	SRP017575	SRS379941
SRR633590	SRP017575	SRS379942
SRR633591	SRP017575	SRS379943
SRR633592	SRP017575	SRS379944
SRR633593	SRP017575	SRS379945
SRR633594	SRP017575	SRS379946
SRR633595	SRP017575	SRS379947
SRR633596	SRP017575	SRS379948
SRR633597	SRP017575	SRS379949
SRR633598	SRP017575	SRS379950
SRR633599	SRP017575	SRS379951
SRR633600	SRP017575	SRS379952
SRR633601	SRP017575	SRS379953
SRR633602	SRP017575	SRS379954
SRR633603	SRP017575	SRS379955
SRR633604	SRP017575	SRS379956
SRR633605	SRP017575	SRS379957
SRR633606	SRP017575	SRS379958
SRR633607	SRP017575	SRS379959
SRR633608	SRP017575	SRS379960
SRR633901	SRP017580	SRS380020
SRR633902	SRP017580	SRS380021
SRR639050	SRP017631	SRS381043
SRR639051	SRP017631	SRS381044
SRR639223	SRP017644	SRS381152
SRR639224	SRP017644	SRS381153
SRR639225	SRP017644	SRS381154
SRR639445	SRP017670	SRS381337
SRR639446	SRP017670	SRS381338
SRR639447	SRP017670	SRS381339
SRR639448	SRP017670	SRS381340
SRR640257	SRP017684	SRS381452
SRR640258	SRP017684	SRS381453
SRR640259	SRP017684	SRS381454
SRR641288	SRP017699	SRS381877
SRR641289	SRP017699	SRS381878
SRR644273	SRP017777	SRS383404
SRR644274	SRP017777	SRS383405
SRR644275	SRP017777	SRS383406
SRR644276	SRP017777	SRS383407
SRR644277	SRP017777	SRS383408
SRR645769	SRP017788	SRS383508
SRR645770	SRP017788	SRS383509
SRR645771	SRP017788	SRS383510
SRR645772	SRP017788	SRS383511
SRR645773	SRP017788	SRS383512
SRR645774	SRP017788	SRS383513
SRR645775	SRP017789	SRS383514
SRR645776	SRP017789	SRS383515
SRR645777	SRP017789	SRS383516
SRR645778	SRP017789	SRS383517
SRR645779	SRP017789	SRS383518
SRR645780	SRP017789	SRS383519
SRR645781	SRP017789	SRS383520
SRR645782	SRP017789	SRS383521
SRR645783	SRP017789	SRS383522
SRR646457	SRP017809	SRS383587
SRR646458	SRP017809	SRS383588
SRR646459	SRP017809	SRS383589
SRR646460	SRP017809	SRS383590
SRR646605	SRP017843	SRS383710
SRR646606	SRP017843	SRS383711
SRR646607	SRP017843	SRS383712
SRR646608	SRP017843	SRS383713
SRR646609	SRP017843	SRS383714
SRR646610	SRP017843	SRS383715
SRR648404	SRP017933	SRS385628
SRR648405	SRP017933	SRS385629
SRR648406	SRP017933	SRS385630
SRR648407	SRP017933	SRS385631
SRR648408	SRP017933	SRS385632
SRR648409	SRP017933	SRS385633
SRR648410	SRP017933	SRS385634
SRR648411	SRP017933	SRS385635
SRR648412	SRP017933	SRS385636
SRR648413	SRP017933	SRS385637
SRR648414	SRP017933	SRS385638
SRR648415	SRP017933	SRS385639
SRR648416	SRP017933	SRS385640
SRR648417	SRP017933	SRS385641
SRR648418	SRP017933	SRS385642
SRR648419	SRP017933	SRS385643
SRR648420	SRP017933	SRS385644
SRR648421	SRP017933	SRS385645
SRR648422	SRP017933	SRS385646
SRR648423	SRP017933	SRS385647
SRR648424	SRP017933	SRS385648
SRR648425	SRP017933	SRS385649
SRR648426	SRP017933	SRS385650
SRR648427	SRP017933	SRS385651
SRR648428	SRP017933	SRS385652
SRR648667	SRP017942	SRS385795
SRR648668	SRP017942	SRS385796
SRR648669	SRP017942	SRS385797
SRR648670	SRP017942	SRS385798
SRR649360	SRP017959	SRS386063
SRR649361	SRP017959	SRS386064
SRR649362	SRP017959	SRS386065
SRR649363	SRP017959	SRS386066
SRR649364	SRP017959	SRS386067
SRR649541	SRP017972	SRS386130
SRR649542	SRP017972	SRS386131
SRR649543	SRP017972	SRS386132
SRR649544	SRP017972	SRS386133
SRR649545	SRP017972	SRS386134
SRR649546	SRP017972	SRS386135
SRR649547	SRP017972	SRS386136
SRR649548	SRP017972	SRS386137
SRR649549	SRP017972	SRS386138
SRR649550	SRP017972	SRS386139
SRR649551	SRP017972	SRS386140
SRR649552	SRP017972	SRS386141
SRR649562	SRP017979	SRS386151
SRR649563	SRP017979	SRS386152
SRR649564	SRP017979	SRS386153
SRR649565	SRP017979	SRS386154
SRR649759	SRP017580	SRS380022
SRR649760	SRP017580	SRS380023
SRR650317	SRP018014	SRS386278
SRR650353	SRP018020	SRS386313
SRR650354	SRP018020	SRS386314
SRR650355	SRP018020	SRS386315
SRR650356	SRP018020	SRS386316
SRR650357	SRP018020	SRS386317
SRR650358	SRP018020	SRS386318
SRR650359	SRP018020	SRS386319
SRR650360	SRP018020	SRS386320
SRR650361	SRP018020	SRS386321
SRR650362	SRP018020	SRS386322
SRR650363	SRP018020	SRS386323
SRR650364	SRP018020	SRS386324
SRR650365	SRP018020	SRS386325
SRR650366	SRP018020	SRS386326
SRR650367	SRP018020	SRS386327
SRR650368	SRP018020	SRS386328
SRR650429	SRP018028	SRS386364
SRR650430	SRP018028	SRS386365
SRR650431	SRP018028	SRS386366
SRR651722	SRP018104	SRS386930
SRR651723	SRP018104	SRS386931
SRR651724	SRP018104	SRS386932
SRR651725	SRP018104	SRS386933
SRR651726	SRP018104	SRS386934
SRR651727	SRP018104	SRS386935
SRR651728	SRP018104	SRS386936
SRR651729	SRP018104	SRS386937
SRR651730	SRP018104	SRS386938
SRR651731	SRP018104	SRS386939
SRR653011	SRP018218	SRS387512
SRR653012	SRP018218	SRS387512
SRR653013	SRP018218	SRS387513
SRR653014	SRP018218	SRS387513
SRR653015	SRP018218	SRS387514
SRR653016	SRP018218	SRS387514
